,date,county,cases,deaths,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
956,2020-05-13,2020-05-13,708,64,708.0,708.0,708.0,708.0,708.0,708.0
957,2020-05-13,2020-05-13,18201,1282,18201.0,18201.0,18201.0,18201.0,18201.0,18201.0
958,2020-05-13,2020-05-13,12,0,12.0,12.0,12.0,12.0,12.0,12.0
959,2020-05-13,2020-05-13,7129,676,7129.0,7129.0,7129.0,7129.0,7129.0,7129.0
960,2020-05-13,2020-05-13,6592,424,6592.0,6592.0,6592.0,6592.0,6592.0,6592.0
961,2020-05-13,2020-05-13,15587,749,15587.0,15587.0,15587.0,15587.0,15587.0,15587.0
963,2020-05-13,2020-05-13,8241,489,8241.0,8241.0,8241.0,8241.0,8241.0,8241.0
964,2020-05-14,2020-05-14,1119,82,1119.0,1119.0,1119.0,1119.0,1119.0,1119.0
965,2020-05-14,2020-05-14,488,37,488.0,488.0,488.0,488.0,488.0,488.0
966,2020-05-14,2020-05-14,5440,297,5440.0,5440.0,5440.0,5440.0,5440.0,5440.0
967,2020-05-14,2020-05-14,24,1,24.0,24.0,24.0,24.0,24.0,24.0
968,2020-05-14,2020-05-14,11950,725,11950.0,11950.0,11950.0,11950.0,11950.0,11950.0
969,2020-05-14,2020-05-14,302,43,302.0,302.0,302.0,302.0,302.0,302.0
970,2020-05-14,2020-05-14,4974,487,4974.0,4974.0,4974.0,4974.0,4974.0,4974.0
971,2020-05-14,2020-05-14,724,66,724.0,724.0,724.0,724.0,724.0,724.0
972,2020-05-14,2020-05-14,18381,1327,18381.0,18381.0,18381.0,18381.0,18381.0,18381.0
973,2020-05-14,2020-05-14,12,0,12.0,12.0,12.0,12.0,12.0,12.0
974,2020-05-14,2020-05-14,7258,696,7258.0,7258.0,7258.0,7258.0,7258.0,7258.0
975,2020-05-14,2020-05-14,6774,435,6774.0,6774.0,6774.0,6774.0,6774.0,6774.0
976,2020-05-14,2020-05-14,15881,759,15881.0,15881.0,15881.0,15881.0,15881.0,15881.0
978,2020-05-14,2020-05-14,8555,524,8555.0,8555.0,8555.0,8555.0,8555.0,8555.0
979,2020-05-15,2020-05-15,1137,86,1137.0,1137.0,1137.0,1137.0,1137.0,1137.0
980,2020-05-15,2020-05-15,491,37,491.0,491.0,491.0,491.0,491.0,491.0
981,2020-05-15,2020-05-15,5590,303,5590.0,5590.0,5590.0,5590.0,5590.0,5590.0
982,2020-05-15,2020-05-15,24,2,24.0,24.0,24.0,24.0,24.0,24.0
983,2020-05-15,2020-05-15,12131,751,12131.0,12131.0,12131.0,12131.0,12131.0,12131.0
984,2020-05-15,2020-05-15,304,43,304.0,304.0,304.0,304.0,304.0,304.0
985,2020-05-15,2020-05-15,5038,494,5038.0,5038.0,5038.0,5038.0,5038.0,5038.0
986,2020-05-15,2020-05-15,738,67,738.0,738.0,738.0,738.0,738.0,738.0
987,2020-05-15,2020-05-15,18683,1347,18683.0,18683.0,18683.0,18683.0,18683.0,18683.0
988,2020-05-15,2020-05-15,12,0,12.0,12.0,12.0,12.0,12.0,12.0
989,2020-05-15,2020-05-15,7331,710,7331.0,7331.0,7331.0,7331.0,7331.0,7331.0
990,2020-05-15,2020-05-15,6875,444,6875.0,6875.0,6875.0,6875.0,6875.0,6875.0
991,2020-05-15,2020-05-15,15996,768,15996.0,15996.0,15996.0,15996.0,15996.0,15996.0
993,2020-05-15,2020-05-15,8786,538,8786.0,8786.0,8786.0,8786.0,8786.0,8786.0
994,2020-05-16,2020-05-16,1147,90,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0
995,2020-05-16,2020-05-16,495,37,495.0,495.0,495.0,495.0,495.0,495.0
996,2020-05-16,2020-05-16,5748,313,5748.0,5748.0,5748.0,5748.0,5748.0,5748.0
997,2020-05-16,2020-05-16,25,1,25.0,25.0,25.0,25.0,25.0,25.0
998,2020-05-16,2020-05-16,12314,766,12314.0,12314.0,12314.0,12314.0,12314.0,12314.0
999,2020-05-16,2020-05-16,304,44,304.0,304.0,304.0,304.0,304.0,304.0
1000,2020-05-16,2020-05-16,5133,506,5133.0,5133.0,5133.0,5133.0,5133.0,5133.0
1001,2020-05-16,2020-05-16,751,69,751.0,751.0,751.0,751.0,751.0,751.0
1002,2020-05-16,2020-05-16,18883,1370,18883.0,18883.0,18883.0,18883.0,18883.0,18883.0
1003,2020-05-16,2020-05-16,12,0,12.0,12.0,12.0,12.0,12.0,12.0
1004,2020-05-16,2020-05-16,7412,719,7412.0,7412.0,7412.0,7412.0,7412.0,7412.0
1005,2020-05-16,2020-05-16,6987,455,6987.0,6987.0,6987.0,6987.0,6987.0,6987.0
1006,2020-05-16,2020-05-16,16346,778,16346.0,16346.0,16346.0,16346.0,16346.0,16346.0
1008,2020-05-16,2020-05-16,9067,554,9067.0,9067.0,9067.0,9067.0,9067.0,9067.0
1009,2020-05-17,2020-05-17,1150,93,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0
1010,2020-05-17,2020-05-17,497,37,497.0,497.0,497.0,497.0,497.0,497.0
1011,2020-05-17,2020-05-17,5870,320,5870.0,5870.0,5870.0,5870.0,5870.0,5870.0
1012,2020-05-17,2020-05-17,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1013,2020-05-17,2020-05-17,12462,776,12462.0,12462.0,12462.0,12462.0,12462.0,12462.0
1014,2020-05-17,2020-05-17,308,44,308.0,308.0,308.0,308.0,308.0,308.0
1015,2020-05-17,2020-05-17,5205,516,5205.0,5205.0,5205.0,5205.0,5205.0,5205.0
1016,2020-05-17,2020-05-17,767,72,767.0,767.0,767.0,767.0,767.0,767.0
1017,2020-05-17,2020-05-17,19129,1394,19129.0,19129.0,19129.0,19129.0,19129.0,19129.0
1018,2020-05-17,2020-05-17,12,0,12.0,12.0,12.0,12.0,12.0,12.0
1019,2020-05-17,2020-05-17,7474,725,7474.0,7474.0,7474.0,7474.0,7474.0,7474.0
1020,2020-05-17,2020-05-17,7064,460,7064.0,7064.0,7064.0,7064.0,7064.0,7064.0
1021,2020-05-17,2020-05-17,16479,787,16479.0,16479.0,16479.0,16479.0,16479.0,16479.0
1023,2020-05-17,2020-05-17,9252,569,9252.0,9252.0,9252.0,9252.0,9252.0,9252.0
1024,2020-05-18,2020-05-18,1155,95,1155.0,1155.0,1155.0,1155.0,1155.0,1155.0
1025,2020-05-18,2020-05-18,497,37,497.0,497.0,497.0,497.0,497.0,497.0
1026,2020-05-18,2020-05-18,5996,324,5996.0,5996.0,5996.0,5996.0,5996.0,5996.0
1027,2020-05-18,2020-05-18,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1028,2020-05-18,2020-05-18,12587,790,12587.0,12587.0,12587.0,12587.0,12587.0,12587.0
1029,2020-05-18,2020-05-18,308,45,308.0,308.0,308.0,308.0,308.0,308.0
1030,2020-05-18,2020-05-18,5264,517,5264.0,5264.0,5264.0,5264.0,5264.0,5264.0
1031,2020-05-18,2020-05-18,774,72,774.0,774.0,774.0,774.0,774.0,774.0
1032,2020-05-18,2020-05-18,19345,1412,19345.0,19345.0,19345.0,19345.0,19345.0,19345.0
1033,2020-05-18,2020-05-18,12,0,12.0,12.0,12.0,12.0,12.0,12.0
1034,2020-05-18,2020-05-18,7524,728,7524.0,7524.0,7524.0,7524.0,7524.0,7524.0
1035,2020-05-18,2020-05-18,7139,464,7139.0,7139.0,7139.0,7139.0,7139.0,7139.0
1036,2020-05-18,2020-05-18,16671,793,16671.0,16671.0,16671.0,16671.0,16671.0,16671.0
1038,2020-05-18,2020-05-18,9442,581,9442.0,9442.0,9442.0,9442.0,9442.0,9442.0
1039,2020-05-19,2020-05-19,1177,96,1177.0,1177.0,1177.0,1177.0,1177.0,1177.0
1040,2020-05-19,2020-05-19,497,37,497.0,497.0,497.0,497.0,497.0,497.0
1041,2020-05-19,2020-05-19,6080,330,6080.0,6080.0,6080.0,6080.0,6080.0,6080.0
1042,2020-05-19,2020-05-19,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1043,2020-05-19,2020-05-19,12748,797,12748.0,12748.0,12748.0,12748.0,12748.0,12748.0
1044,2020-05-19,2020-05-19,308,45,308.0,308.0,308.0,308.0,308.0,308.0
1045,2020-05-19,2020-05-19,5335,521,5335.0,5335.0,5335.0,5335.0,5335.0,5335.0
1046,2020-05-19,2020-05-19,780,73,780.0,780.0,780.0,780.0,780.0,780.0
1047,2020-05-19,2020-05-19,19504,1436,19504.0,19504.0,19504.0,19504.0,19504.0,19504.0
1048,2020-05-19,2020-05-19,12,0,12.0,12.0,12.0,12.0,12.0,12.0
1049,2020-05-19,2020-05-19,7565,735,7565.0,7565.0,7565.0,7565.0,7565.0,7565.0
1050,2020-05-19,2020-05-19,7198,470,7198.0,7198.0,7198.0,7198.0,7198.0,7198.0
1051,2020-05-19,2020-05-19,16825,797,16825.0,16825.0,16825.0,16825.0,16825.0,16825.0
1053,2020-05-19,2020-05-19,9582,597,9582.0,9582.0,9582.0,9582.0,9582.0,9582.0
1054,2020-05-20,2020-05-20,1197,98,1197.0,1197.0,1197.0,1197.0,1197.0,1197.0
1055,2020-05-20,2020-05-20,500,37,500.0,500.0,500.0,500.0,500.0,500.0
1056,2020-05-20,2020-05-20,6165,338,6165.0,6165.0,6165.0,6165.0,6165.0,6165.0
1057,2020-05-20,2020-05-20,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1058,2020-05-20,2020-05-20,12920,817,12920.0,12920.0,12920.0,12920.0,12920.0,12920.0
1059,2020-05-20,2020-05-20,309,46,309.0,309.0,309.0,309.0,309.0,309.0
1060,2020-05-20,2020-05-20,5418,526,5418.0,5418.0,5418.0,5418.0,5418.0,5418.0
1061,2020-05-20,2020-05-20,792,76,792.0,792.0,792.0,792.0,792.0,792.0
1062,2020-05-20,2020-05-20,19708,1462,19708.0,19708.0,19708.0,19708.0,19708.0,19708.0
1063,2020-05-20,2020-05-20,12,0,12.0,12.0,12.0,12.0,12.0,12.0
1064,2020-05-20,2020-05-20,7607,749,7607.0,7607.0,7607.0,7607.0,7607.0,7607.0
1065,2020-05-20,2020-05-20,7280,481,7280.0,7280.0,7280.0,7280.0,7280.0,7280.0
1066,2020-05-20,2020-05-20,16962,807,16962.0,16962.0,16962.0,16962.0,16962.0,16962.0
1068,2020-05-20,2020-05-20,9780,625,9780.0,9780.0,9780.0,9780.0,9780.0,9780.0
1069,2020-05-21,2020-05-21,1202,99,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0
1070,2020-05-21,2020-05-21,509,37,509.0,509.0,509.0,509.0,509.0,509.0
1071,2020-05-21,2020-05-21,6286,345,6286.0,6286.0,6286.0,6286.0,6286.0,6286.0
1072,2020-05-21,2020-05-21,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1073,2020-05-21,2020-05-21,13063,831,13063.0,13063.0,13063.0,13063.0,13063.0,13063.0
1074,2020-05-21,2020-05-21,310,46,310.0,310.0,310.0,310.0,310.0,310.0
1075,2020-05-21,2020-05-21,5492,533,5492.0,5492.0,5492.0,5492.0,5492.0,5492.0
1076,2020-05-21,2020-05-21,806,76,806.0,806.0,806.0,806.0,806.0,806.0
1077,2020-05-21,2020-05-21,19930,1478,19930.0,19930.0,19930.0,19930.0,19930.0,19930.0
1078,2020-05-21,2020-05-21,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1079,2020-05-21,2020-05-21,7691,759,7691.0,7691.0,7691.0,7691.0,7691.0,7691.0
1080,2020-05-21,2020-05-21,7366,487,7366.0,7366.0,7366.0,7366.0,7366.0,7366.0
1081,2020-05-21,2020-05-21,17089,813,17089.0,17089.0,17089.0,17089.0,17089.0,17089.0
1083,2020-05-21,2020-05-21,9997,640,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0
1084,2020-05-22,2020-05-22,1257,103,1257.0,1257.0,1257.0,1257.0,1257.0,1257.0
1085,2020-05-22,2020-05-22,510,38,510.0,510.0,510.0,510.0,510.0,510.0
1086,2020-05-22,2020-05-22,6362,353,6362.0,6362.0,6362.0,6362.0,6362.0,6362.0
1087,2020-05-22,2020-05-22,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1088,2020-05-22,2020-05-22,13221,842,13221.0,13221.0,13221.0,13221.0,13221.0,13221.0
1089,2020-05-22,2020-05-22,310,46,310.0,310.0,310.0,310.0,310.0,310.0
1090,2020-05-22,2020-05-22,5568,537,5568.0,5568.0,5568.0,5568.0,5568.0,5568.0
1091,2020-05-22,2020-05-22,812,76,812.0,812.0,812.0,812.0,812.0,812.0
1092,2020-05-22,2020-05-22,20085,1496,20085.0,20085.0,20085.0,20085.0,20085.0,20085.0
1093,2020-05-22,2020-05-22,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1094,2020-05-22,2020-05-22,7724,771,7724.0,7724.0,7724.0,7724.0,7724.0,7724.0
1095,2020-05-22,2020-05-22,7424,492,7424.0,7424.0,7424.0,7424.0,7424.0,7424.0
1096,2020-05-22,2020-05-22,17180,818,17180.0,17180.0,17180.0,17180.0,17180.0,17180.0
1098,2020-05-22,2020-05-22,10101,652,10101.0,10101.0,10101.0,10101.0,10101.0,10101.0
1099,2020-05-23,2020-05-23,1264,107,1264.0,1264.0,1264.0,1264.0,1264.0,1264.0
1100,2020-05-23,2020-05-23,515,38,515.0,515.0,515.0,515.0,515.0,515.0
1101,2020-05-23,2020-05-23,6426,362,6426.0,6426.0,6426.0,6426.0,6426.0,6426.0
1102,2020-05-23,2020-05-23,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1103,2020-05-23,2020-05-23,13334,848,13334.0,13334.0,13334.0,13334.0,13334.0,13334.0
1104,2020-05-23,2020-05-23,312,46,312.0,312.0,312.0,312.0,312.0,312.0
1105,2020-05-23,2020-05-23,5621,541,5621.0,5621.0,5621.0,5621.0,5621.0,5621.0
1106,2020-05-23,2020-05-23,819,77,819.0,819.0,819.0,819.0,819.0,819.0
1107,2020-05-23,2020-05-23,20232,1512,20232.0,20232.0,20232.0,20232.0,20232.0,20232.0
1108,2020-05-23,2020-05-23,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1109,2020-05-23,2020-05-23,7759,774,7759.0,7759.0,7759.0,7759.0,7759.0,7759.0
1110,2020-05-23,2020-05-23,7480,501,7480.0,7480.0,7480.0,7480.0,7480.0,7480.0
1111,2020-05-23,2020-05-23,17291,827,17291.0,17291.0,17291.0,17291.0,17291.0,17291.0
1113,2020-05-23,2020-05-23,10251,667,10251.0,10251.0,10251.0,10251.0,10251.0,10251.0
1114,2020-05-24,2020-05-24,1269,109,1269.0,1269.0,1269.0,1269.0,1269.0,1269.0
1115,2020-05-24,2020-05-24,520,38,520.0,520.0,520.0,520.0,520.0,520.0
1116,2020-05-24,2020-05-24,6596,369,6596.0,6596.0,6596.0,6596.0,6596.0,6596.0
1117,2020-05-24,2020-05-24,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1118,2020-05-24,2020-05-24,13457,859,13457.0,13457.0,13457.0,13457.0,13457.0,13457.0
1119,2020-05-24,2020-05-24,313,47,313.0,313.0,313.0,313.0,313.0,313.0
1120,2020-05-24,2020-05-24,5687,542,5687.0,5687.0,5687.0,5687.0,5687.0,5687.0
1121,2020-05-24,2020-05-24,830,78,830.0,830.0,830.0,830.0,830.0,830.0
1122,2020-05-24,2020-05-24,20437,1518,20437.0,20437.0,20437.0,20437.0,20437.0,20437.0
1123,2020-05-24,2020-05-24,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1124,2020-05-24,2020-05-24,7812,782,7812.0,7812.0,7812.0,7812.0,7812.0,7812.0
1125,2020-05-24,2020-05-24,7559,508,7559.0,7559.0,7559.0,7559.0,7559.0,7559.0
1126,2020-05-24,2020-05-24,17417,838,17417.0,17417.0,17417.0,17417.0,17417.0,17417.0
1128,2020-05-24,2020-05-24,10431,679,10431.0,10431.0,10431.0,10431.0,10431.0,10431.0
1129,2020-05-25,2020-05-25,1277,110,1277.0,1277.0,1277.0,1277.0,1277.0,1277.0
1130,2020-05-25,2020-05-25,523,38,523.0,523.0,523.0,523.0,523.0,523.0
1131,2020-05-25,2020-05-25,6681,375,6681.0,6681.0,6681.0,6681.0,6681.0,6681.0
1132,2020-05-25,2020-05-25,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1133,2020-05-25,2020-05-25,13575,863,13575.0,13575.0,13575.0,13575.0,13575.0,13575.0
1134,2020-05-25,2020-05-25,314,47,314.0,314.0,314.0,314.0,314.0,314.0
1135,2020-05-25,2020-05-25,5755,543,5755.0,5755.0,5755.0,5755.0,5755.0,5755.0
1136,2020-05-25,2020-05-25,834,80,834.0,834.0,834.0,834.0,834.0,834.0
1137,2020-05-25,2020-05-25,20539,1527,20539.0,20539.0,20539.0,20539.0,20539.0,20539.0
1138,2020-05-25,2020-05-25,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1139,2020-05-25,2020-05-25,7844,784,7844.0,7844.0,7844.0,7844.0,7844.0,7844.0
1140,2020-05-25,2020-05-25,7594,513,7594.0,7594.0,7594.0,7594.0,7594.0,7594.0
1141,2020-05-25,2020-05-25,17480,839,17480.0,17480.0,17480.0,17480.0,17480.0,17480.0
1143,2020-05-25,2020-05-25,10505,692,10505.0,10505.0,10505.0,10505.0,10505.0,10505.0
1144,2020-05-26,2020-05-26,1280,110,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0
1145,2020-05-26,2020-05-26,537,39,537.0,537.0,537.0,537.0,537.0,537.0
1146,2020-05-26,2020-05-26,6733,382,6733.0,6733.0,6733.0,6733.0,6733.0,6733.0
1147,2020-05-26,2020-05-26,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1148,2020-05-26,2020-05-26,13670,870,13670.0,13670.0,13670.0,13670.0,13670.0,13670.0
1149,2020-05-26,2020-05-26,315,47,315.0,315.0,315.0,315.0,315.0,315.0
1150,2020-05-26,2020-05-26,5796,546,5796.0,5796.0,5796.0,5796.0,5796.0,5796.0
1151,2020-05-26,2020-05-26,840,82,840.0,840.0,840.0,840.0,840.0,840.0
1152,2020-05-26,2020-05-26,20601,1535,20601.0,20601.0,20601.0,20601.0,20601.0,20601.0
1153,2020-05-26,2020-05-26,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1154,2020-05-26,2020-05-26,7863,791,7863.0,7863.0,7863.0,7863.0,7863.0,7863.0
1155,2020-05-26,2020-05-26,7632,522,7632.0,7632.0,7632.0,7632.0,7632.0,7632.0
1156,2020-05-26,2020-05-26,17533,844,17533.0,17533.0,17533.0,17533.0,17533.0,17533.0
1158,2020-05-26,2020-05-26,10557,700,10557.0,10557.0,10557.0,10557.0,10557.0,10557.0
1159,2020-05-27,2020-05-27,1286,111,1286.0,1286.0,1286.0,1286.0,1286.0,1286.0
1160,2020-05-27,2020-05-27,539,40,539.0,539.0,539.0,539.0,539.0,539.0
1161,2020-05-27,2020-05-27,6779,390,6779.0,6779.0,6779.0,6779.0,6779.0,6779.0
1162,2020-05-27,2020-05-27,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1163,2020-05-27,2020-05-27,13778,878,13778.0,13778.0,13778.0,13778.0,13778.0,13778.0
1164,2020-05-27,2020-05-27,317,47,317.0,317.0,317.0,317.0,317.0,317.0
1165,2020-05-27,2020-05-27,5845,554,5845.0,5845.0,5845.0,5845.0,5845.0,5845.0
1166,2020-05-27,2020-05-27,843,82,843.0,843.0,843.0,843.0,843.0,843.0
1167,2020-05-27,2020-05-27,20706,1549,20706.0,20706.0,20706.0,20706.0,20706.0,20706.0
1168,2020-05-27,2020-05-27,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1169,2020-05-27,2020-05-27,7880,794,7880.0,7880.0,7880.0,7880.0,7880.0,7880.0
1170,2020-05-27,2020-05-27,7656,530,7656.0,7656.0,7656.0,7656.0,7656.0,7656.0
1171,2020-05-27,2020-05-27,17596,850,17596.0,17596.0,17596.0,17596.0,17596.0,17596.0
1173,2020-05-27,2020-05-27,10647,716,10647.0,10647.0,10647.0,10647.0,10647.0,10647.0
1174,2020-05-28,2020-05-28,1295,115,1295.0,1295.0,1295.0,1295.0,1295.0,1295.0
1175,2020-05-28,2020-05-28,539,40,539.0,539.0,539.0,539.0,539.0,539.0
1176,2020-05-28,2020-05-28,6852,399,6852.0,6852.0,6852.0,6852.0,6852.0,6852.0
1177,2020-05-28,2020-05-28,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1178,2020-05-28,2020-05-28,13899,895,13899.0,13899.0,13899.0,13899.0,13899.0,13899.0
1179,2020-05-28,2020-05-28,319,47,319.0,319.0,319.0,319.0,319.0,319.0
1180,2020-05-28,2020-05-28,5878,562,5878.0,5878.0,5878.0,5878.0,5878.0,5878.0
1181,2020-05-28,2020-05-28,845,83,845.0,845.0,845.0,845.0,845.0,845.0
1182,2020-05-28,2020-05-28,20857,1564,20857.0,20857.0,20857.0,20857.0,20857.0,20857.0
1183,2020-05-28,2020-05-28,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1184,2020-05-28,2020-05-28,7919,799,7919.0,7919.0,7919.0,7919.0,7919.0,7919.0
1185,2020-05-28,2020-05-28,7724,539,7724.0,7724.0,7724.0,7724.0,7724.0,7724.0
1186,2020-05-28,2020-05-28,17698,852,17698.0,17698.0,17698.0,17698.0,17698.0,17698.0
1188,2020-05-28,2020-05-28,10713,738,10713.0,10713.0,10713.0,10713.0,10713.0,10713.0
1189,2020-05-29,2020-05-29,1303,116,1303.0,1303.0,1303.0,1303.0,1303.0,1303.0
1190,2020-05-29,2020-05-29,544,40,544.0,544.0,544.0,544.0,544.0,544.0
1191,2020-05-29,2020-05-29,6930,404,6930.0,6930.0,6930.0,6930.0,6930.0,6930.0
1192,2020-05-29,2020-05-29,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1193,2020-05-29,2020-05-29,13994,906,13994.0,13994.0,13994.0,13994.0,13994.0,13994.0
1194,2020-05-29,2020-05-29,319,47,319.0,319.0,319.0,319.0,319.0,319.0
1195,2020-05-29,2020-05-29,5942,569,5942.0,5942.0,5942.0,5942.0,5942.0,5942.0
1196,2020-05-29,2020-05-29,853,86,853.0,853.0,853.0,853.0,853.0,853.0
1197,2020-05-29,2020-05-29,20972,1583,20972.0,20972.0,20972.0,20972.0,20972.0,20972.0
1198,2020-05-29,2020-05-29,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1199,2020-05-29,2020-05-29,7959,811,7959.0,7959.0,7959.0,7959.0,7959.0,7959.0
1200,2020-05-29,2020-05-29,7766,542,7766.0,7766.0,7766.0,7766.0,7766.0,7766.0
1201,2020-05-29,2020-05-29,17786,861,17786.0,17786.0,17786.0,17786.0,17786.0,17786.0
1203,2020-05-29,2020-05-29,10816,746,10816.0,10816.0,10816.0,10816.0,10816.0,10816.0
1204,2020-05-30,2020-05-30,1305,115,1305.0,1305.0,1305.0,1305.0,1305.0,1305.0
1205,2020-05-30,2020-05-30,544,40,544.0,544.0,544.0,544.0,544.0,544.0
1206,2020-05-30,2020-05-30,7089,410,7089.0,7089.0,7089.0,7089.0,7089.0,7089.0
1207,2020-05-30,2020-05-30,26,1,26.0,26.0,26.0,26.0,26.0,26.0
1208,2020-05-30,2020-05-30,14099,909,14099.0,14099.0,14099.0,14099.0,14099.0,14099.0
1209,2020-05-30,2020-05-30,319,47,319.0,319.0,319.0,319.0,319.0,319.0
1210,2020-05-30,2020-05-30,5982,572,5982.0,5982.0,5982.0,5982.0,5982.0,5982.0
1211,2020-05-30,2020-05-30,855,88,855.0,855.0,855.0,855.0,855.0,855.0
1212,2020-05-30,2020-05-30,21124,1596,21124.0,21124.0,21124.0,21124.0,21124.0,21124.0
1213,2020-05-30,2020-05-30,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1214,2020-05-30,2020-05-30,8016,815,8016.0,8016.0,8016.0,8016.0,8016.0,8016.0
1215,2020-05-30,2020-05-30,7819,548,7819.0,7819.0,7819.0,7819.0,7819.0,7819.0
1216,2020-05-30,2020-05-30,17873,868,17873.0,17873.0,17873.0,17873.0,17873.0,17873.0
1218,2020-05-30,2020-05-30,10901,753,10901.0,10901.0,10901.0,10901.0,10901.0,10901.0
1219,2020-05-31,2020-05-31,1312,116,1312.0,1312.0,1312.0,1312.0,1312.0,1312.0
1220,2020-05-31,2020-05-31,544,40,544.0,544.0,544.0,544.0,544.0,544.0
1221,2020-05-31,2020-05-31,7159,415,7159.0,7159.0,7159.0,7159.0,7159.0,7159.0
1222,2020-05-31,2020-05-31,27,1,27.0,27.0,27.0,27.0,27.0,27.0
1223,2020-05-31,2020-05-31,14225,925,14225.0,14225.0,14225.0,14225.0,14225.0,14225.0
1224,2020-05-31,2020-05-31,319,47,319.0,319.0,319.0,319.0,319.0,319.0
1225,2020-05-31,2020-05-31,6035,580,6035.0,6035.0,6035.0,6035.0,6035.0,6035.0
1226,2020-05-31,2020-05-31,855,89,855.0,855.0,855.0,855.0,855.0,855.0
1227,2020-05-31,2020-05-31,21287,1615,21287.0,21287.0,21287.0,21287.0,21287.0,21287.0
1228,2020-05-31,2020-05-31,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1229,2020-05-31,2020-05-31,8079,821,8079.0,8079.0,8079.0,8079.0,8079.0,8079.0
1230,2020-05-31,2020-05-31,7859,552,7859.0,7859.0,7859.0,7859.0,7859.0,7859.0
1231,2020-05-31,2020-05-31,17936,871,17936.0,17936.0,17936.0,17936.0,17936.0,17936.0
1233,2020-05-31,2020-05-31,11018,767,11018.0,11018.0,11018.0,11018.0,11018.0,11018.0
1234,2020-06-01,2020-06-01,1424,118,1424.0,1424.0,1424.0,1424.0,1424.0,1424.0
1235,2020-06-01,2020-06-01,567,40,567.0,567.0,567.0,567.0,567.0,567.0
1236,2020-06-01,2020-06-01,7348,429,7348.0,7348.0,7348.0,7348.0,7348.0,7348.0
1237,2020-06-01,2020-06-01,40,1,40.0,40.0,40.0,40.0,40.0,40.0
1238,2020-06-01,2020-06-01,14721,968,14721.0,14721.0,14721.0,14721.0,14721.0,14721.0
1239,2020-06-01,2020-06-01,335,47,335.0,335.0,335.0,335.0,335.0,335.0
1240,2020-06-01,2020-06-01,6188,601,6188.0,6188.0,6188.0,6188.0,6188.0,6188.0
1241,2020-06-01,2020-06-01,886,89,886.0,886.0,886.0,886.0,886.0,886.0
1242,2020-06-01,2020-06-01,22224,1650,22224.0,22224.0,22224.0,22224.0,22224.0,22224.0
1243,2020-06-01,2020-06-01,13,0,13.0,13.0,13.0,13.0,13.0,13.0
1244,2020-06-01,2020-06-01,8586,841,8586.0,8586.0,8586.0,8586.0,8586.0,8586.0
1245,2020-06-01,2020-06-01,8200,562,8200.0,8200.0,8200.0,8200.0,8200.0,8200.0
1246,2020-06-01,2020-06-01,18581,896,18581.0,18581.0,18581.0,18581.0,18581.0,18581.0
1248,2020-06-01,2020-06-01,11352,779,11352.0,11352.0,11352.0,11352.0,11352.0,11352.0
1249,2020-06-02,2020-06-02,1430,118,1430.0,1430.0,1430.0,1430.0,1430.0,1430.0
1250,2020-06-02,2020-06-02,568,40,568.0,568.0,568.0,568.0,568.0,568.0
1251,2020-06-02,2020-06-02,7380,435,7380.0,7380.0,7380.0,7380.0,7380.0,7380.0
1252,2020-06-02,2020-06-02,41,1,41.0,41.0,41.0,41.0,41.0,41.0
1253,2020-06-02,2020-06-02,14795,971,14795.0,14795.0,14795.0,14795.0,14795.0,14795.0
1254,2020-06-02,2020-06-02,335,47,335.0,335.0,335.0,335.0,335.0,335.0
1255,2020-06-02,2020-06-02,6201,603,6201.0,6201.0,6201.0,6201.0,6201.0,6201.0
1256,2020-06-02,2020-06-02,883,90,883.0,883.0,883.0,883.0,883.0,883.0
1257,2020-06-02,2020-06-02,22296,1663,22296.0,22296.0,22296.0,22296.0,22296.0,22296.0
